Intervention,Trial_Count,Active_Hope_Count,Failed_Count,Completed_Count,Mean_Success_Score,Mean_Failure_Index,Pathways,Repurposing_Opportunity_Score
brain polypeptide solution,1,0,0,0,36.0,64.0,Amyloid; Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,16.4
video intervention arm,1,0,0,0,36.0,64.0,Synaptic / Cognitive,16.4
0-anxiety,1,0,0,0,36.0,64.0,Synaptic / Cognitive,16.4
memory group,1,0,0,1,31.0,69.0,Tau; Synaptic / Cognitive; Lifestyle / Digital,16.4
ddn-a-0101 (sad),1,0,0,0,36.0,69.0,Unspecified / Other,16.4
cm383,1,0,0,0,36.0,69.0,Synaptic / Cognitive,16.4
gb-5001a,1,0,0,0,36.0,69.0,Cholinergic,16.4
does comparator: regular treatment,1,0,0,1,31.0,69.0,Neuroinflammation; Synaptic / Cognitive; Lifestyle / Digital,16.4
elbow movement,1,0,0,0,36.0,64.0,Neuroinflammation; Synaptic / Cognitive,16.4
ddn-a-0101 (mad),1,0,0,0,36.0,69.0,Unspecified / Other,16.4
gastro-retentive zinc cysteine tablet,1,0,0,0,36.0,69.0,Synaptic / Cognitive,16.4
basic skill building,1,0,0,0,36.0,64.0,Unspecified / Other,16.4
combined aerobic and resistance exercise + caregiver skills training,1,0,0,0,36.0,64.0,Neuroinflammation; Lifestyle / Digital,16.4
donepezil dihydroxynaphthalate for injection,1,0,0,0,36.0,69.0,Cholinergic,16.4
stretching balance and flexibility + caregiver skills training,1,0,0,0,36.0,64.0,Neuroinflammation; Lifestyle / Digital,16.4
evaluation,2,0,0,0,31.0,69.0,Synaptic / Cognitive,16.4
perspective taking reappraisal,1,0,0,0,36.0,64.0,Unspecified / Other,16.4
gb-5001d,1,0,0,0,36.0,69.0,Cholinergic,16.4
word list learning intervention (wordlli),1,1,0,0,23.0,77.0,Synaptic / Cognitive; Lifestyle / Digital,16.200000000000003
f-18 av 1451,1,1,0,0,23.0,77.0,Amyloid; Tau; Synaptic / Cognitive,16.200000000000003
"active, in-person hd-tdcs or active remote tdcs",1,1,0,0,23.0,77.0,Synaptic / Cognitive; Lifestyle / Digital,16.200000000000003
serious games use,1,1,0,0,23.0,77.0,Synaptic / Cognitive; Vascular,16.200000000000003
group 2 elnd005,1,0,1,0,40.0,70.0,Unspecified / Other,16.0
cere-110: adeno-associated virus delivery of ngf,1,0,0,1,30.0,75.0,Unspecified / Other,16.0
group exercise program,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
"balance tests,questionnaire",1,0,0,1,30.0,70.0,Unspecified / Other,16.0
omega-3 polyunsaturated fatty acids ( epa+dha),1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
yoga and compassion meditation program,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
biib076,1,0,0,1,30.0,75.0,Unspecified / Other,16.0
porchlight project,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
precivityad2 - delayed testing,1,0,1,0,40.0,73.0,Amyloid; Tau; Synaptic / Cognitive,16.0
self-administered hypnosis,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
self-implementation,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
group-based cognitive behavioral therapy (cbt),1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
self-administered white noise hypnosis,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
behavioral self-monitoring + motivational interviewing,1,0,0,1,30.0,70.0,Vascular; Lifestyle / Digital,16.0
self-care talk,1,0,0,1,30.0,70.0,Unspecified / Other,16.0
real transcranial alternating current stimulation,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
cognitive rehabilitation using interactive tablet,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
real anodal transcranial direct current stimulation,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
creatine monohydrate,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
a neuropsychological evaluation,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
oxaloacetate (oaa),1,0,0,1,30.0,70.0,Unspecified / Other,16.0
our memory care wishes,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
grounding,1,0,0,1,30.0,70.0,Neuroinflammation; Lifestyle / Digital,16.0
recode protocol,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
regular diet,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,16.0
fl-reach,1,0,0,1,30.0,70.0,Unspecified / Other,16.0
remember stuff: a dyadic-focused technology to support persons with alzheimer's disease in the community,1,0,0,1,30.0,70.0,Tau,16.0
alz-101,1,0,0,1,30.0,75.0,Unspecified / Other,16.0
readyr ii: b,1,0,0,1,30.0,70.0,Lifestyle / Digital,16.0
readyr ii: a,1,0,0,1,30.0,70.0,Lifestyle / Digital,16.0
readyr b,1,0,0,1,30.0,70.0,Lifestyle / Digital,16.0
readyr a,1,0,0,1,30.0,70.0,Lifestyle / Digital,16.0
treadmill walking,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
home-based self-administered interactive exercise,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
speech therapy,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
categorical language fluency smartphone application,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
music training,1,0,0,1,30.0,70.0,Tau; Synaptic / Cognitive,16.0
music therapy intervention,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
dysphagia detection system,1,0,1,0,40.0,72.0,Unspecified / Other,16.0
physical intervention,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
at-home yoga,1,0,0,1,30.0,70.0,Unspecified / Other,16.0
low carb diet,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,16.0
longeveron mesenchymal stem cells,1,0,0,1,30.0,75.0,Unspecified / Other,16.0
nutritional supplement,1,0,0,1,30.0,70.0,Metabolic / Mitochondrial; Lifestyle / Digital,16.0
performance of everyday objects in realistic scenes,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
patient's answer with non pharmacological therapeutic,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
reminder intervention,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
caregiver training,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,16.0
snoezelen room,1,0,0,2,25.0,75.0,Unspecified / Other,16.0
smr neurofeedback training to mci,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
complex cognitive training,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
initial coaching call,1,0,0,1,30.0,70.0,Tau; Lifestyle / Digital,16.0
risolve,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
rhapsody online program and meet online sessions,1,0,0,1,30.0,70.0,Unspecified / Other,16.0
traditional memory workshop,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
dreem headband,1,0,0,2,25.0,75.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
morus nigra concentrate,1,0,0,1,30.0,70.0,Neuroinflammation; Synaptic / Cognitive; Metabolic / Mitochondrial,16.0
long term follow-up,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
lock sleep intervention,1,0,0,1,30.0,70.0,Lifestyle / Digital,16.0
enhanced psycho-education about dementia and caregiving,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
intensive program only,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,16.0
intensive + maintenance program,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,16.0
transcraneal direct current stimulation (tdcs)- active,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
halt-ad,1,0,0,1,30.0,70.0,Vascular; Lifestyle / Digital,16.0
gut microbiome testing,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
better living with non-memory led dementia course,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
cognitive rehabilitation and health behavior change intervention,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
ultrasound-guided stellate ganglion block,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Cholinergic; NMDA / Glutamate; Lifestyle / Digital,16.0
group 1 elnd005,1,0,1,0,40.0,70.0,Unspecified / Other,16.0
resilient together for dementia,1,0,0,1,30.0,70.0,Unspecified / Other,16.0
resource oriented music therapy,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,16.0
physical training,1,0,0,1,30.0,70.0,Lifestyle / Digital,16.0
cognitive training (ct),1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
advance care planning,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
daily reminder test message,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
phone-based cognitive behavioral therapy (cbt),1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
facial expression recognition task,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
mobile self-help intervention,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
exercises with nintendo wii virtual reality device,1,0,0,1,30.0,70.0,Lifestyle / Digital,16.0
smart cupboard,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
actigraphy and video recording signal,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
act acceptance and commitment therapy,1,0,0,1,30.0,70.0,Unspecified / Other,16.0
affitope® ad02,1,0,1,0,40.0,70.0,Unspecified / Other,16.0
aerobic vs. non-aerobic exercise,1,0,0,1,30.0,70.0,Amyloid; Synaptic / Cognitive; Lifestyle / Digital,16.0
aerobic exercises,1,0,0,1,30.0,70.0,Amyloid; Neuroinflammation; Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,16.0
low-intensity rtms,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
low-carbohydrate diet,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,16.0
"syslife©, as intervention after closing the rct-design",1,0,0,1,30.0,70.0,Lifestyle / Digital,16.0
syslife©,1,0,0,1,30.0,70.0,Lifestyle / Digital,16.0
a digital self-help self-compassion app intervention,1,0,0,1,30.0,70.0,Lifestyle / Digital,16.0
masc,1,0,0,1,30.0,70.0,Unspecified / Other,16.0
pf-05212377 (sam-760),1,0,1,0,40.0,70.0,Synaptic / Cognitive; Cholinergic,16.0
physical activity education,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,16.0
photobiomodulation simulated,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Vascular,16.0
preferred music,1,0,0,1,30.0,70.0,Unspecified / Other,16.0
music care,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
an eye tracking experiment,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
psychosocial caregiver intervention,1,0,0,1,30.0,70.0,Unspecified / Other,16.0
exergame experience,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
know,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
tailored music listening intervention,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,16.0
learning skills together,1,0,0,1,30.0,70.0,Unspecified / Other,16.0
recoveryfun system,1,0,0,1,30.0,70.0,Unspecified / Other,16.0
allyquest,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
receptive music therapy,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
reborn doll (therapeutic object - ot),1,0,0,1,30.0,70.0,Unspecified / Other,16.0
multi-sensory supportive care,1,0,0,1,30.0,70.0,Unspecified / Other,16.0
internet links,1,0,0,1,30.0,70.0,Unspecified / Other,16.0
planning for the future,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
gamma (40 hz) tacs at the precuneus region,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
visual arts training,1,0,0,1,30.0,70.0,Tau; Synaptic / Cognitive,16.0
drinking reminder and cognitive task (smartwatch-based application),1,0,0,1,30.0,70.0,Synaptic / Cognitive; Vascular,16.0
antihypertensive agents,1,0,0,1,30.0,70.0,Vascular,16.0
sleep hygiene measures,1,0,0,1,30.0,70.0,Amyloid; Synaptic / Cognitive; Lifestyle / Digital,16.0
tdcs stimulation,1,0,0,1,30.0,70.0,Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital,16.0
equine assisted therapy memory workshops,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
individual environmental design,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
star-caregivers virtual training & follow-up (star-vtf),1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
ability platform program,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
medical adherence,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
non-invasive neuromodulation through the nesa device,1,0,0,1,30.0,70.0,Amyloid; Synaptic / Cognitive; Lifestyle / Digital,16.0
"rph201, botanical drug product",1,0,0,1,30.0,75.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
email support,1,0,0,1,30.0,70.0,Tau; Lifestyle / Digital,16.0
nature sounds,1,0,0,1,30.0,70.0,Unspecified / Other,16.0
cere-110: adeno-associated virus injection surgery,1,0,0,1,30.0,75.0,Unspecified / Other,16.0
curcumin and ginkgo extract,1,0,0,2,25.0,75.0,Amyloid; Synaptic / Cognitive,16.0
panax ginseng,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Cholinergic; NMDA / Glutamate; Vascular,16.0
palliative care consultation,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
thermal stimulation,1,0,0,1,30.0,70.0,Unspecified / Other,16.0
therapeutic exercise,1,0,0,1,30.0,70.0,Amyloid; Synaptic / Cognitive; Lifestyle / Digital,16.0
my healthy brain version 2,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
progesterone,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Cholinergic,16.0
"psycho-social intervention based on a web-based psycho-educational program, called diapason.",1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
the progressively lowered stress threshold model,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
"the study does not have an intervention, but observe the dementia incidence of the uk disease-free population.",1,0,0,0,35.0,72.0,Unspecified / Other,16.0
the training by verve system,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
care coordination,1,0,0,0,35.0,72.0,Vascular,16.0
virtual reality reaction time test,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
personalized care network,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
dual-task training,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
jawbone up,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,16.0
etanercept,2,0,0,2,20.0,80.0,Neuroinflammation; Synaptic / Cognitive; Metabolic / Mitochondrial; Synaptic / Cognitive,16.0
activpal,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,16.0
direct current stimulation using cathodal electrode,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
direct current stimulation using anodal electrode,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
text messages,1,0,0,1,30.0,70.0,Tau; Lifestyle / Digital,16.0
activlink phone application,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Vascular,16.0
ct scan,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Metabolic / Mitochondrial,16.0
virtual reality session,1,0,0,1,30.0,70.0,Unspecified / Other,16.0
personalized music cd,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
virtual environment,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
vestibular training (intervention group),1,0,0,1,30.0,70.0,Tau; Synaptic / Cognitive; Vascular; Lifestyle / Digital,16.0
aura_alz,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
mobile app,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
serious game eurekoi intervention,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
semi-structured interview,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
play intervention for dementia,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Vascular,16.0
healthy lifestyle program,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
healthy aging interventions,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
neuroad,2,0,1,1,30.0,75.0,Synaptic / Cognitive; Synaptic / Cognitive; Lifestyle / Digital,16.0
black raspberry,1,0,0,1,30.0,70.0,Unspecified / Other,16.0
light goggles,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
inirs stimulation,1,0,0,1,30.0,70.0,Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital,16.0
activlink insole,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Vascular,16.0
standard environmental design,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
metacognition tests,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
inirs,1,0,0,1,30.0,70.0,Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital,16.0
enhanced physical activity,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,16.0
showing an existing dynamic consent (computer interface) as prompt,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
social relationships,1,0,0,1,30.0,70.0,Lifestyle / Digital,16.0
social dancing,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
consultation in memory clinic,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
enhanced medical engagement,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
care-well app,1,0,0,1,30.0,70.0,Unspecified / Other,16.0
nintendo wii virtual reality application,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
transcranial photobiomodulation helmet (neuradiant 1070 plus) with no light administered,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular,16.0
transcranial photobiomodulation,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular,16.0
precivityad2 - early testing,1,0,1,0,40.0,73.0,Amyloid; Tau; Synaptic / Cognitive,16.0
cognitive rehabilitation using smartphone app medico amico,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
bulletproof brain octane,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
idalopirdine (lu ae58054) 60 mg,1,0,0,1,30.0,75.0,Unspecified / Other,16.0
diagnostic decision aid s-decided,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
1072nm infrared photobiomodulation,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Vascular,16.0
ipad,1,0,0,1,30.0,70.0,Unspecified / Other,16.0
confidence building and social engagement,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
whole-body exercise,1,0,0,1,30.0,70.0,Lifestyle / Digital,16.0
walking exercise program,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
conventional occupational therapy sessions + neuronup,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
conventional occupational therapy sessions,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
lighting intervention green light,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
lighting intervention blue light,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
walking,1,0,0,1,30.0,70.0,Lifestyle / Digital,16.0
connect-home plus,1,0,0,1,30.0,70.0,Synaptic / Cognitive,16.0
confidently navigating financial decisions and enhancing financial wellbeing in dementia caregiving,1,0,0,1,30.0,70.0,Unspecified / Other,16.0
confidence-ai,1,0,0,1,30.0,70.0,Unspecified / Other,16.0
biodanza program,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
strengthening exercise,1,0,0,1,30.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,16.0
perturbation training,1,1,0,0,22.0,78.0,Unspecified / Other,15.8
gammasense stimulation device,1,1,0,0,22.0,78.0,Synaptic / Cognitive,15.8
iuds,1,1,0,0,22.0,78.0,Synaptic / Cognitive,15.8
active brainsway h7-coil deep tms system,1,1,0,0,22.0,78.0,Synaptic / Cognitive; Lifestyle / Digital,15.8
emtricitabine (ftc),1,1,0,0,22.0,78.0,Amyloid; Synaptic / Cognitive,15.8
intermittent deep brain stimulation of the nucleus basalis of meynert,1,1,0,0,22.0,78.0,Synaptic / Cognitive,15.8
video implemented script training in aphasia (vista),1,1,0,0,22.0,78.0,Unspecified / Other,15.8
admsc,1,1,0,0,22.0,78.0,Amyloid; Neuroinflammation; Synaptic / Cognitive,15.8
genetically encoded engineered proteins,1,1,0,0,22.0,78.0,Amyloid; Tau; Synaptic / Cognitive,15.8
exercise routine,1,1,0,0,22.0,78.0,Lifestyle / Digital,15.8
insulin glulisine,2,0,1,1,29.5,74.5,Amyloid; Tau; Synaptic / Cognitive; Metabolic / Mitochondrial; Synaptic / Cognitive; Metabolic / Mitochondrial,15.8
probiotic blend capsule,1,1,0,0,22.0,78.0,Neuroinflammation; Synaptic / Cognitive; Lifestyle / Digital,15.8
biological: preprocessed thawed donor fmt,1,1,0,0,22.0,78.0,Unspecified / Other,15.8
prototype intervention,1,1,0,0,22.0,78.0,Synaptic / Cognitive,15.8
deep brain stimulation of the pedunculopontine nucleus,1,1,0,0,22.0,78.0,Synaptic / Cognitive; Lifestyle / Digital,15.8
dreem 2 headband,1,1,0,0,22.0,78.0,Lifestyle / Digital,15.8
tdcs and cognitive training,1,1,0,0,22.0,78.0,Synaptic / Cognitive; Lifestyle / Digital,15.8
sppb++ application,1,1,0,0,22.0,78.0,Synaptic / Cognitive; Lifestyle / Digital,15.8
galcanezumab,1,1,0,0,22.0,78.0,Unspecified / Other,15.8
remotely supervised transcranial direct current stimulation (rs-tdcs),1,1,0,0,22.0,78.0,Unspecified / Other,15.8
transcranial direct current stimulation and naming training,1,1,0,0,22.0,78.0,Unspecified / Other,15.8
descovy® (taf/ftc),1,1,0,0,22.0,78.0,Amyloid; Synaptic / Cognitive,15.8
exosomes derived from umbilical cord mesenchymal stem cell for intranasal drop,1,1,0,0,22.0,78.0,Unspecified / Other,15.8
protologic and language adaptation rehabilitation,1,1,0,0,22.0,78.0,Synaptic / Cognitive,15.8
intact program,1,1,0,0,22.0,78.0,Synaptic / Cognitive,15.8
reach hope,1,0,0,0,34.0,66.0,Unspecified / Other,15.600000000000001
community intervention,1,0,0,0,34.0,66.0,Synaptic / Cognitive; Lifestyle / Digital,15.600000000000001
